t,x,u_num,u_exact
0.270200,0.878788,0.3618827877,0.3618820732
0.270200,0.888889,0.3330204626,0.3330198051
0.270200,0.898990,0.3038228142,0.3038222142
0.270200,0.909091,0.2743192419,0.2743187002
0.270200,0.919192,0.2445394533,0.2445389705
0.270200,0.929293,0.2145134343,0.2145130107
0.270200,0.939394,0.1842714185,0.1842710546
0.270200,0.949495,0.1538438569,0.1538435531
0.270200,0.959596,0.1232613876,0.1232611442
0.270200,0.969697,0.0925548046,0.0925546218
0.270200,0.979798,0.0617550267,0.0617549047
0.270200,0.989899,0.0308930667,0.0308930057
0.270200,1.000000,0.0000000000,0.0000000000
0.280200,0.000000,0.0000000000,0.0000000000
0.280200,0.010101,0.0308625937,0.0308625305
0.280200,0.020202,0.0616941115,0.0616939851
0.280200,0.030303,0.0924635084,0.0924633191
0.280200,0.040404,0.1231398025,0.1231395504
0.280200,0.050505,0.1536921052,0.1536917905
0.280200,0.060606,0.1840896530,0.1840892761
0.280200,0.070707,0.2143018382,0.2143013993
0.280200,0.080808,0.2442982395,0.2442977392
0.280200,0.090909,0.2740486532,0.2740480920
0.280200,0.101010,0.3035231232,0.3035225017
0.280200,0.111111,0.3326919711,0.3326912898
0.280200,0.121212,0.3615258264,0.3615250861
0.280200,0.131313,0.3899956558,0.3899948572
0.280200,0.141414,0.4180727926,0.4180719366
0.280200,0.151515,0.4457289656,0.4457280529
0.280200,0.161616,0.4729363274,0.4729353589
0.280200,0.171717,0.4996674823,0.4996664591
0.280200,0.181818,0.5258955144,0.5258944375
0.280200,0.191919,0.5515940143,0.5515928848
0.280200,0.202020,0.5767371058,0.5767359248
0.280200,0.212121,0.6012994719,0.6012982406
0.280200,0.222222,0.6252563804,0.6252551001
0.280200,0.232323,0.6485837088,0.6485823807
0.280200,0.242424,0.6712579683,0.6712565938
0.280200,0.252525,0.6932563280,0.6932549084
0.280200,0.262626,0.7145566373,0.7145551741
0.280200,0.272727,0.7351374486,0.7351359433
0.280200,0.282828,0.7549780388,0.7549764929
0.280200,0.292929,0.7740584302,0.7740568451
0.280200,0.303030,0.7923594103,0.7923577878
0.280200,0.313131,0.8098625517,0.8098608933
0.280200,0.323232,0.8265502301,0.8265485376
0.280200,0.333333,0.8424056425,0.8424039175
0.280200,0.343434,0.8574128238,0.8574110681
0.280200,0.353535,0.8715566631,0.8715548784
0.280200,0.363636,0.8848229188,0.8848211069
0.280200,0.373737,0.8971982327,0.8971963955
0.280200,0.383838,0.9086701441,0.9086682834
0.280200,0.393939,0.9192271016,0.9192252193
0.280200,0.404040,0.9288584754,0.9288565734
0.280200,0.414141,0.9375545675,0.9375526476
0.280200,0.424242,0.9453066215,0.9453046858
0.280200,0.434343,0.9521068320,0.9521048823
0.280200,0.444444,0.9579483515,0.9579463899
0.280200,0.454545,0.9628252983,0.9628233267
0.280200,0.464646,0.9667327616,0.9667307820
0.280200,0.474747,0.9696668069,0.9696648214
0.280200,0.484848,0.9716244800,0.9716224904
0.280200,0.494949,0.9726038096,0.9726018180
0.280200,0.505051,0.9726038096,0.9726018180
0.280200,0.515152,0.9716244800,0.9716224904
0.280200,0.525253,0.9696668069,0.9696648214
0.280200,0.535354,0.9667327616,0.9667307820
0.280200,0.545455,0.9628252983,0.9628233267
0.280200,0.555556,0.9579483515,0.9579463899
0.280200,0.565657,0.9521068320,0.9521048823
0.280200,0.575758,0.9453066215,0.9453046858
0.280200,0.585859,0.9375545675,0.9375526476
0.280200,0.595960,0.9288584754,0.9288565734
0.280200,0.606061,0.9192271016,0.9192252193
0.280200,0.616162,0.9086701441,0.9086682834
0.280200,0.626263,0.8971982327,0.8971963955
0.280200,0.636364,0.8848229188,0.8848211069
0.280200,0.646465,0.8715566631,0.8715548784
0.280200,0.656566,0.8574128238,0.8574110681
0.280200,0.666667,0.8424056425,0.8424039175
0.280200,0.676768,0.8265502301,0.8265485376
0.280200,0.686869,0.8098625517,0.8098608933
0.280200,0.696970,0.7923594103,0.7923577878
0.280200,0.707071,0.7740584302,0.7740568451
0.280200,0.717172,0.7549780388,0.7549764929
0.280200,0.727273,0.7351374486,0.7351359433
0.280200,0.737374,0.7145566373,0.7145551741
0.280200,0.747475,0.6932563280,0.6932549084
0.280200,0.757576,0.6712579683,0.6712565938
0.280200,0.767677,0.6485837088,0.6485823807
0.280200,0.777778,0.6252563804,0.6252551001
0.280200,0.787879,0.6012994719,0.6012982406
0.280200,0.797980,0.5767371058,0.5767359248
0.280200,0.808081,0.5515940143,0.5515928848
0.280200,0.818182,0.5258955144,0.5258944375
0.280200,0.828283,0.4996674823,0.4996664591
0.280200,0.838384,0.4729363274,0.4729353589
0.280200,0.848485,0.4457289656,0.4457280529
0.280200,0.858586,0.4180727926,0.4180719366
0.280200,0.868687,0.3899956558,0.3899948572
0.280200,0.878788,0.3615258264,0.3615250861
0.280200,0.888889,0.3326919711,0.3326912898
0.280200,0.898990,0.3035231232,0.3035225017
0.280200,0.909091,0.2740486532,0.2740480920
0.280200,0.919192,0.2442982395,0.2442977392
0.280200,0.929293,0.2143018382,0.2143013993
0.280200,0.939394,0.1840896530,0.1840892761
0.280200,0.949495,0.1536921052,0.1536917905
0.280200,0.959596,0.1231398025,0.1231395504
0.280200,0.969697,0.0924635084,0.0924633191
0.280200,0.979798,0.0616941115,0.0616939851
0.280200,0.989899,0.0308625937,0.0308625305
0.280200,1.000000,0.0000000000,0.0000000000
0.290200,0.000000,0.0000000000,0.0000000000
0.290200,0.010101,0.0308321509,0.0308320855
0.290200,0.020202,0.0616332564,0.0616331256
0.290200,0.030303,0.0923723024,0.0923721065
0.290200,0.040404,0.1230183373,0.1230180764
0.290200,0.050505,0.1535405033,0.1535401776
0.290200,0.060606,0.1839080669,0.1839076769
0.290200,0.070707,0.2140904507,0.2140899967
0.290200,0.080808,0.2440572636,0.2440567460
0.290200,0.090909,0.2737783315,0.2737777509
0.290200,0.101010,0.3032237278,0.3032230847
0.290200,0.111111,0.3323638035,0.3323630987
0.290200,0.121212,0.3611692171,0.3611684511
0.290200,0.131313,0.3896109639,0.3896101376
0.290200,0.141414,0.4176604054,0.4176595196
0.290200,0.151515,0.4452892983,0.4452883540
0.290200,0.161616,0.4724698227,0.4724688207
0.290200,0.171717,0.4991746100,0.4991735513
0.290200,0.181818,0.5253767708,0.5253756566
0.290200,0.191919,0.5510499217,0.5510487530
0.290200,0.202020,0.5761682120,0.5761669901
0.290200,0.212121,0.6007063498,0.6007050758
0.290200,0.222222,0.6246396272,0.6246383025
0.290200,0.232323,0.6479439455,0.6479425713
0.290200,0.242424,0.6705958391,0.6705944169
0.290200,0.252525,0.6925724995,0.6925710307
0.290200,0.262626,0.7138517982,0.7138502843
0.290200,0.272727,0.7344123086,0.7344107511
0.290200,0.282828,0.7542333281,0.7542317285
0.290200,0.292929,0.7732948985,0.7732932585
0.290200,0.303030,0.7915778266,0.7915761478
0.290200,0.313131,0.8090637028,0.8090619870
0.290200,0.323232,0.8257349205,0.8257331693
0.290200,0.333333,0.8415746931,0.8415729083
0.290200,0.343434,0.8565670714,0.8565652548
0.290200,0.353535,0.8706969592,0.8706951126
0.290200,0.363636,0.8839501289,0.8839482543
0.290200,0.373737,0.8963132359,0.8963113350
0.290200,0.383838,0.9077738313,0.9077719061
0.290200,0.393939,0.9183203755,0.9183184280
0.290200,0.404040,0.9279422489,0.9279402809
0.290200,0.414141,0.9366297631,0.9366277767
0.290200,0.424242,0.9443741706,0.9443721677
0.290200,0.434343,0.9511676733,0.9511656560
0.290200,0.444444,0.9570034307,0.9570014011
0.290200,0.454545,0.9618755669,0.9618735269
0.290200,0.464646,0.9657791759,0.9657771277
0.290200,0.474747,0.9687103271,0.9687082727
0.290200,0.484848,0.9706660691,0.9706640105
0.290200,0.494949,0.9716444327,0.9716423720
0.290200,0.505051,0.9716444327,0.9716423720
0.290200,0.515152,0.9706660691,0.9706640105
0.290200,0.525253,0.9687103271,0.9687082727
0.290200,0.535354,0.9657791759,0.9657771277
0.290200,0.545455,0.9618755669,0.9618735269
0.290200,0.555556,0.9570034307,0.9570014011
0.290200,0.565657,0.9511676733,0.9511656560
0.290200,0.575758,0.9443741706,0.9443721677
0.290200,0.585859,0.9366297631,0.9366277767
0.290200,0.595960,0.9279422489,0.9279402809
0.290200,0.606061,0.9183203755,0.9183184280
0.290200,0.616162,0.9077738313,0.9077719061
0.290200,0.626263,0.8963132359,0.8963113350
0.290200,0.636364,0.8839501289,0.8839482543
0.290200,0.646465,0.8706969592,0.8706951126
0.290200,0.656566,0.8565670714,0.8565652548
0.290200,0.666667,0.8415746931,0.8415729083
0.290200,0.676768,0.8257349205,0.8257331693
0.290200,0.686869,0.8090637028,0.8090619870
0.290200,0.696970,0.7915778266,0.7915761478
0.290200,0.707071,0.7732948985,0.7732932585
0.290200,0.717172,0.7542333281,0.7542317285
0.290200,0.727273,0.7344123086,0.7344107511
0.290200,0.737374,0.7138517982,0.7138502843
0.290200,0.747475,0.6925724995,0.6925710307
0.290200,0.757576,0.6705958391,0.6705944169
0.290200,0.767677,0.6479439455,0.6479425713
0.290200,0.777778,0.6246396272,0.6246383025
0.290200,0.787879,0.6007063498,0.6007050758
0.290200,0.797980,0.5761682120,0.5761669901
0.290200,0.808081,0.5510499217,0.5510487530
0.290200,0.818182,0.5253767708,0.5253756566
0.290200,0.828283,0.4991746100,0.4991735513
0.290200,0.838384,0.4724698227,0.4724688207
0.290200,0.848485,0.4452892983,0.4452883540
0.290200,0.858586,0.4176604054,0.4176595196
0.290200,0.868687,0.3896109639,0.3896101376
0.290200,0.878788,0.3611692171,0.3611684511
0.290200,0.888889,0.3323638035,0.3323630987
0.290200,0.898990,0.3032237278,0.3032230847
0.290200,0.909091,0.2737783315,0.2737777509
0.290200,0.919192,0.2440572636,0.2440567460
0.290200,0.929293,0.2140904507,0.2140899967
0.290200,0.939394,0.1839080669,0.1839076769
0.290200,0.949495,0.1535405033,0.1535401776
0.290200,0.959596,0.1230183373,0.1230180764
0.290200,0.969697,0.0923723024,0.0923721065
0.290200,0.979798,0.0616332564,0.0616331256
0.290200,0.989899,0.0308321509,0.0308320855
0.290200,1.000000,0.0000000000,0.0000000000
0.300200,0.000000,0.0000000000,0.0000000000
0.300200,0.010101,0.0308017380,0.0308016704
0.300200,0.020202,0.0615724613,0.0615723262
0.300200,0.030303,0.0922811863,0.0922809838
0.300200,0.040404,0.1228969920,0.1228967224
0.300200,0.050505,0.1533890508,0.1533887143
0.300200,0.060606,0.1837266599,0.1837262568
0.300200,0.070707,0.2138792718,0.2138788025
0.300200,0.080808,0.2438165254,0.2438159905
0.300200,0.090909,0.2735082764,0.2735076763
0.300200,0.101010,0.3029246278,0.3029239632
0.300200,0.111111,0.3320359597,0.3320352313
0.300200,0.121212,0.3608129596,0.3608121680
0.300200,0.131313,0.3892266514,0.3892257975
0.300200,0.141414,0.4172484250,0.4172475096
0.300200,0.151515,0.4448500647,0.4448490888
0.300200,0.161616,0.4720037782,0.4720027427
0.300200,0.171717,0.4986822239,0.4986811298
0.300200,0.181818,0.5248585388,0.5248573874
0.300200,0.191919,0.5505063657,0.5505051580
0.300200,0.202020,0.5755998794,0.5755986166
0.300200,0.212121,0.6001138127,0.6001124961
0.300200,0.222222,0.6240234823,0.6240221133
0.300200,0.232323,0.6473048132,0.6473033931
0.300200,0.242424,0.6699343630,0.6699328932
0.300200,0.252525,0.6918893457,0.6918878277
0.300200,0.262626,0.7131476544,0.7131460899
0.300200,0.272727,0.7336878839,0.7336862743
0.300200,0.282828,0.7534893519,0.7534876989
0.300200,0.292929,0.7725321200,0.7725304252
0.300200,0.303030,0.7907970138,0.7907952789
0.300200,0.313131,0.8082656419,0.8082638687
0.300200,0.323232,0.8249204151,0.8249186054
0.300200,0.333333,0.8407445634,0.8407427189
0.300200,0.343434,0.8557221531,0.8557202758
0.300200,0.353535,0.8698381032,0.8698361949
0.300200,0.363636,0.8830782001,0.8830762627
0.300200,0.373737,0.8954291120,0.8954271476
0.300200,0.383838,0.9068784027,0.9068764132
0.300200,0.393939,0.9174145438,0.9174125311
0.300200,0.404040,0.9270269262,0.9270248924
0.300200,0.414141,0.9357058710,0.9357038182
0.300200,0.424242,0.9434426394,0.9434405696
0.300200,0.434343,0.9502294409,0.9502273563
0.300200,0.444444,0.9560594420,0.9560573446
0.300200,0.454545,0.9609267723,0.9609246641
0.300200,0.464646,0.9648265308,0.9648244141
0.300200,0.474747,0.9677547907,0.9677526676
0.300200,0.484848,0.9697086036,0.9697064762
0.300200,0.494949,0.9706860021,0.9706838725
0.300200,0.505051,0.9706860021,0.9706838725
0.300200,0.515152,0.9697086036,0.9697064762
0.300200,0.525253,0.9677547907,0.9677526676
0.300200,0.535354,0.9648265308,0.9648244141
0.300200,0.545455,0.9609267723,0.9609246641
0.300200,0.555556,0.9560594420,0.9560573446
0.300200,0.565657,0.9502294409,0.9502273563
0.300200,0.575758,0.9434426394,0.9434405696
0.300200,0.585859,0.9357058710,0.9357038182
0.300200,0.595960,0.9270269262,0.9270248924
0.300200,0.606061,0.9174145438,0.9174125311
0.300200,0.616162,0.9068784027,0.9068764132
0.300200,0.626263,0.8954291120,0.8954271476
0.300200,0.636364,0.8830782001,0.8830762627
0.300200,0.646465,0.8698381032,0.8698361949
0.300200,0.656566,0.8557221531,0.8557202758
0.300200,0.666667,0.8407445634,0.8407427189
0.300200,0.676768,0.8249204151,0.8249186054
0.300200,0.686869,0.8082656419,0.8082638687
0.300200,0.696970,0.7907970138,0.7907952789
0.300200,0.707071,0.7725321200,0.7725304252
0.300200,0.717172,0.7534893519,0.7534876989
0.300200,0.727273,0.7336878839,0.7336862743
0.300200,0.737374,0.7131476544,0.7131460899
0.300200,0.747475,0.6918893457,0.6918878277
0.300200,0.757576,0.6699343630,0.6699328932
0.300200,0.767677,0.6473048132,0.6473033931
0.300200,0.777778,0.6240234823,0.6240221133
0.300200,0.787879,0.6001138127,0.6001124961
0.300200,0.797980,0.5755998794,0.5755986166
0.300200,0.808081,0.5505063657,0.5505051580
0.300200,0.818182,0.5248585388,0.5248573874
0.300200,0.828283,0.4986822239,0.4986811298
0.300200,0.838384,0.4720037782,0.4720027427
0.300200,0.848485,0.4448500647,0.4448490888
0.300200,0.858586,0.4172484250,0.4172475096
0.300200,0.868687,0.3892266514,0.3892257975
0.300200,0.878788,0.3608129596,0.3608121680
0.300200,0.888889,0.3320359597,0.3320352313
0.300200,0.898990,0.3029246278,0.3029239632
0.300200,0.909091,0.2735082764,0.2735076763
0.300200,0.919192,0.2438165254,0.2438159905
0.300200,0.929293,0.2138792718,0.2138788025
0.300200,0.939394,0.1837266599,0.1837262568
0.300200,0.949495,0.1533890508,0.1533887143
0.300200,0.959596,0.1228969920,0.1228967224
0.300200,0.969697,0.0922811863,0.0922809838
0.300200,0.979798,0.0615724613,0.0615723262
0.300200,0.989899,0.0308017380,0.0308016704
0.300200,1.000000,0.0000000000,0.0000000000
0.310200,0.000000,0.0000000000,0.0000000000
0.310200,0.010101,0.0307713552,0.0307712854
0.310200,0.020202,0.0615117262,0.0615115867
0.310200,0.030303,0.0921901601,0.0921899511
0.310200,0.040404,0.1227757663,0.1227754880
0.310200,0.050505,0.1532377478,0.1532374004
0.310200,0.060606,0.1835454318,0.1835450157
0.310200,0.070707,0.2136683011,0.2136678168
0.310200,0.080808,0.2435760246,0.2435754724
0.310200,0.090909,0.2732384877,0.2732378683
0.310200,0.101010,0.3026258227,0.3026251367
0.310200,0.111111,0.3317084392,0.3317076873
0.310200,0.121212,0.3604570535,0.3604562363
0.310200,0.131313,0.3888427180,0.3888418365
0.310200,0.141414,0.4168368509,0.4168359059
0.310200,0.151515,0.4444112644,0.4444102569
0.310200,0.161616,0.4715381934,0.4715371245
0.310200,0.171717,0.4981903235,0.4981891941
0.310200,0.181818,0.5243408181,0.5243396294
0.310200,0.191919,0.5499633459,0.5499620992
0.310200,0.202020,0.5750321073,0.5750308038
0.310200,0.212121,0.5995218601,0.5995205010
0.310200,0.222222,0.6234079452,0.6234065320
0.310200,0.232323,0.6466663114,0.6466648454
0.310200,0.242424,0.6692735394,0.6692720222
0.310200,0.252525,0.6912068656,0.6912052987
0.310200,0.262626,0.7124442052,0.7124425901
0.310200,0.272727,0.7329641738,0.7329625122
0.310200,0.282828,0.7527461096,0.7527444032
0.310200,0.292929,0.7717700939,0.7717683444
0.310200,0.303030,0.7900169712,0.7900151802
0.310200,0.313131,0.8074683683,0.8074665378
0.310200,0.323232,0.8241067132,0.8241048450
0.310200,0.333333,0.8399152525,0.8399133484
0.310200,0.343434,0.8548780683,0.8548761304
0.310200,0.353535,0.8689800944,0.8689781245
0.310200,0.363636,0.8822071312,0.8822051313
0.310200,0.373737,0.8945458602,0.8945438324
0.310200,0.383838,0.9059838574,0.9059818036
0.310200,0.393939,0.9165096056,0.9165075279
0.310200,0.404040,0.9261125063,0.9261104069
0.310200,0.414141,0.9347828902,0.9347807711
0.310200,0.424242,0.9425120270,0.9425098904
0.310200,0.434343,0.9492921341,0.9492899821
0.310200,0.444444,0.9551163845,0.9551142193
0.310200,0.454545,0.9599789136,0.9599767374
0.310200,0.464646,0.9638748253,0.9638726403
0.310200,0.474747,0.9668001968,0.9667980051
0.310200,0.484848,0.9687520825,0.9687498864
0.310200,0.494949,0.9697285169,0.9697263186
0.310200,0.505051,0.9697285169,0.9697263186
0.310200,0.515152,0.9687520825,0.9687498864
0.310200,0.525253,0.9668001968,0.9667980051
0.310200,0.535354,0.9638748253,0.9638726403
0.310200,0.545455,0.9599789136,0.9599767374
0.310200,0.555556,0.9551163845,0.9551142193
0.310200,0.565657,0.9492921341,0.9492899821
0.310200,0.575758,0.9425120270,0.9425098904
0.310200,0.585859,0.9347828902,0.9347807711
0.310200,0.595960,0.9261125063,0.9261104069
0.310200,0.606061,0.9165096056,0.9165075279
0.310200,0.616162,0.9059838574,0.9059818036
0.310200,0.626263,0.8945458602,0.8945438324
0.310200,0.636364,0.8822071312,0.8822051313
0.310200,0.646465,0.8689800944,0.8689781245
0.310200,0.656566,0.8548780683,0.8548761304
0.310200,0.666667,0.8399152525,0.8399133484
0.310200,0.676768,0.8241067132,0.8241048450
0.310200,0.686869,0.8074683683,0.8074665378
0.310200,0.696970,0.7900169712,0.7900151802
0.310200,0.707071,0.7717700939,0.7717683444
0.310200,0.717172,0.7527461096,0.7527444032
0.310200,0.727273,0.7329641738,0.7329625122
0.310200,0.737374,0.7124442052,0.7124425901
0.310200,0.747475,0.6912068656,0.6912052987
0.310200,0.757576,0.6692735394,0.6692720222
0.310200,0.767677,0.6466663114,0.6466648454
0.310200,0.777778,0.6234079452,0.6234065320
0.310200,0.787879,0.5995218601,0.5995205010
0.310200,0.797980,0.5750321073,0.5750308038
0.310200,0.808081,0.5499633459,0.5499620992
0.310200,0.818182,0.5243408181,0.5243396294
0.310200,0.828283,0.4981903235,0.4981891941
0.310200,0.838384,0.4715381934,0.4715371245
0.310200,0.848485,0.4444112644,0.4444102569
0.310200,0.858586,0.4168368509,0.4168359059
0.310200,0.868687,0.3888427180,0.3888418365
0.310200,0.878788,0.3604570535,0.3604562363
0.310200,0.888889,0.3317084392,0.3317076873
0.310200,0.898990,0.3026258227,0.3026251367
0.310200,0.909091,0.2732384877,0.2732378683
0.310200,0.919192,0.2435760246,0.2435754724
0.310200,0.929293,0.2136683011,0.2136678168
0.310200,0.939394,0.1835454318,0.1835450157
0.310200,0.949495,0.1532377478,0.1532374004
0.310200,0.959596,0.1227757663,0.1227754880
0.310200,0.969697,0.0921901601,0.0921899511
0.310200,0.979798,0.0615117262,0.0615115867
0.310200,0.989899,0.0307713552,0.0307712854
0.310200,1.000000,0.0000000000,0.0000000000
0.320200,0.000000,0.0000000000,0.0000000000
0.320200,0.010101,0.0307410023,0.0307409303
0.320200,0.020202,0.0614510510,0.0614509072
0.320200,0.030303,0.0920992237,0.0920990081
0.320200,0.040404,0.1226546602,0.1226543732
0.320200,0.050505,0.1530865940,0.1530862358
0.320200,0.060606,0.1833643825,0.1833639534
0.320200,0.070707,0.2134575386,0.2134570391
0.320200,0.080808,0.2433357611,0.2433351917
0.320200,0.090909,0.2729689651,0.2729683263
0.320200,0.101010,0.3023273125,0.3023266050
0.320200,0.111111,0.3313812419,0.3313804664
0.320200,0.121212,0.3601014984,0.3601006558
0.320200,0.131313,0.3884591633,0.3884582543
0.320200,0.141414,0.4164256828,0.4164247083
0.320200,0.151515,0.4439728969,0.4439718580
0.320200,0.161616,0.4710730679,0.4710719656
0.320200,0.171717,0.4976989083,0.4976977436
0.320200,0.181818,0.5238236080,0.5238223822
0.320200,0.191919,0.5494208618,0.5494195761
0.320200,0.202020,0.5744648953,0.5744635511
0.320200,0.212121,0.5989304914,0.5989290899
0.320200,0.222222,0.6227930153,0.6227915579
0.320200,0.232323,0.6460284394,0.6460269276
0.320200,0.242424,0.6686133676,0.6686118030
0.320200,0.252525,0.6905250588,0.6905234429
0.320200,0.262626,0.7117414498,0.7117397843
0.320200,0.272727,0.7322411775,0.7322394641
0.320200,0.282828,0.7520036004,0.7520018407
0.320200,0.292929,0.7710088195,0.7710070153
0.320200,0.303030,0.7892376980,0.7892358511
0.320200,0.313131,0.8066718810,0.8066699934
0.320200,0.323232,0.8232938139,0.8232918873
0.320200,0.333333,0.8390867596,0.8390847961
0.320200,0.343434,0.8540348161,0.8540328177
0.320200,0.353535,0.8681229320,0.8681209006
0.320200,0.363636,0.8813369216,0.8813348593
0.320200,0.373737,0.8936634797,0.8936613885
0.320200,0.383838,0.9050901944,0.9050880765
0.320200,0.393939,0.9156055600,0.9156034175
0.320200,0.404040,0.9251989884,0.9251968234
0.320200,0.414141,0.9338608199,0.9338586346
0.320200,0.424242,0.9415823327,0.9415801293
0.320200,0.434343,0.9483557518,0.9483535326
0.320200,0.444444,0.9541742571,0.9541720244
0.320200,0.454545,0.9590319899,0.9590297457
0.320200,0.464646,0.9629240587,0.9629218054
0.320200,0.474747,0.9658465446,0.9658442845
0.320200,0.484848,0.9677965049,0.9677942402
0.320200,0.494949,0.9687719762,0.9687697092
0.320200,0.505051,0.9687719762,0.9687697092
0.320200,0.515152,0.9677965049,0.9677942402
0.320200,0.525253,0.9658465446,0.9658442845
0.320200,0.535354,0.9629240587,0.9629218054
0.320200,0.545455,0.9590319899,0.9590297457
0.320200,0.555556,0.9541742571,0.9541720244
0.320200,0.565657,0.9483557518,0.9483535326
0.320200,0.575758,0.9415823327,0.9415801293
0.320200,0.585859,0.9338608199,0.9338586346
0.320200,0.595960,0.9251989884,0.9251968234
0.320200,0.606061,0.9156055600,0.9156034175
0.320200,0.616162,0.9050901944,0.9050880765
0.320200,0.626263,0.8936634797,0.8936613885
0.320200,0.636364,0.8813369216,0.8813348593
0.320200,0.646465,0.8681229320,0.8681209006
0.320200,0.656566,0.8540348161,0.8540328177
0.320200,0.666667,0.8390867596,0.8390847961
0.320200,0.676768,0.8232938139,0.8232918873
0.320200,0.686869,0.8066718810,0.8066699934
0.320200,0.696970,0.7892376980,0.7892358511
0.320200,0.707071,0.7710088195,0.7710070153
0.320200,0.717172,0.7520036004,0.7520018407
0.320200,0.727273,0.7322411775,0.7322394641
0.320200,0.737374,0.7117414498,0.7117397843
0.320200,0.747475,0.6905250588,0.6905234429
0.320200,0.757576,0.6686133676,0.6686118030
0.320200,0.767677,0.6460284394,0.6460269276
0.320200,0.777778,0.6227930153,0.6227915579
0.320200,0.787879,0.5989304914,0.5989290899
0.320200,0.797980,0.5744648953,0.5744635511
0.320200,0.808081,0.5494208618,0.5494195761
0.320200,0.818182,0.5238236080,0.5238223822
0.320200,0.828283,0.4976989083,0.4976977436
0.320200,0.838384,0.4710730679,0.4710719656
0.320200,0.848485,0.4439728969,0.4439718580
0.320200,0.858586,0.4164256828,0.4164247083
0.320200,0.868687,0.3884591633,0.3884582543
0.320200,0.878788,0.3601014984,0.3601006558
0.320200,0.888889,0.3313812419,0.3313804664
0.320200,0.898990,0.3023273125,0.3023266050
0.320200,0.909091,0.2729689651,0.2729683263
0.320200,0.919192,0.2433357611,0.2433351917
0.320200,0.929293,0.2134575386,0.2134570391
0.320200,0.939394,0.1833643825,0.1833639534
0.320200,0.949495,0.1530865940,0.1530862358
0.320200,0.959596,0.1226546602,0.1226543732
0.320200,0.969697,0.0920992237,0.0920990081
0.320200,0.979798,0.0614510510,0.0614509072
0.320200,0.989899,0.0307410023,0.0307409303
0.320200,1.000000,0.0000000000,0.0000000000
0.330200,0.000000,0.0000000000,0.0000000000
0.330200,0.010101,0.0307106793,0.0307106052
0.330200,0.020202,0.0613904356,0.0613902875
0.330200,0.030303,0.0920083769,0.0920081549
0.330200,0.040404,0.1225336736,0.1225333779
0.330200,0.050505,0.1529355893,0.1529352202
0.330200,0.060606,0.1831835118,0.1831830697
0.330200,0.070707,0.2132469840,0.2132464694
0.330200,0.080808,0.2430957346,0.2430951479
0.330200,0.090909,0.2726997083,0.2726990503
0.330200,0.101010,0.3020290966,0.3020283678
0.330200,0.111111,0.3310543672,0.3310535684
0.330200,0.121212,0.3597462941,0.3597454260
0.330200,0.131313,0.3880759870,0.3880750505
0.330200,0.141414,0.4160149203,0.4160139164
0.330200,0.151515,0.4435349618,0.4435338915
0.330200,0.161616,0.4706084012,0.4706072655
0.330200,0.171717,0.4972079778,0.4972067780
0.330200,0.181818,0.5233069081,0.5233056453
0.330200,0.191919,0.5488789128,0.5488775883
0.330200,0.202020,0.5738982429,0.5738968580
0.330200,0.212121,0.5983397061,0.5983382622
0.330200,0.222222,0.6221786919,0.6221771905
0.330200,0.232323,0.6453911966,0.6453896392
0.330200,0.242424,0.6679538470,0.6679522351
0.330200,0.252525,0.6898439245,0.6898422598
0.330200,0.262626,0.7110393877,0.7110376718
0.330200,0.272727,0.7315188944,0.7315171292
0.330200,0.282828,0.7512618237,0.7512600108
0.330200,0.292929,0.7702482959,0.7702464373
0.330200,0.303030,0.7884591935,0.7884572908
0.330200,0.313131,0.8058761794,0.8058742348
0.330200,0.323232,0.8224817164,0.8224797317
0.330200,0.333333,0.8382590840,0.8382570612
0.330200,0.343434,0.8531923957,0.8531903369
0.330200,0.353535,0.8672666151,0.8672645223
0.330200,0.363636,0.8804675704,0.8804654458
0.330200,0.373737,0.8927819696,0.8927798152
0.330200,0.383838,0.9041974130,0.9041952310
0.330200,0.393939,0.9147024062,0.9147001989
0.330200,0.404040,0.9242863716,0.9242841412
0.330200,0.414141,0.9329396591,0.9329374078
0.330200,0.424242,0.9406535553,0.9406512854
0.330200,0.434343,0.9474202932,0.9474180070
0.330200,0.444444,0.9532330591,0.9532307589
0.330200,0.454545,0.9580860002,0.9580836882
0.330200,0.464646,0.9619742299,0.9619719085
0.330200,0.474747,0.9648938330,0.9648915046
0.330200,0.484848,0.9668418699,0.9668395368
0.330200,0.494949,0.9678163789,0.9678140435
0.330200,0.505051,0.9678163789,0.9678140435
0.330200,0.515152,0.9668418699,0.9668395368
0.330200,0.525253,0.9648938330,0.9648915046
0.330200,0.535354,0.9619742299,0.9619719085
0.330200,0.545455,0.9580860002,0.9580836882
0.330200,0.555556,0.9532330591,0.9532307589
0.330200,0.565657,0.9474202932,0.9474180070
0.330200,0.575758,0.9406535553,0.9406512854
0.330200,0.585859,0.9329396591,0.9329374078
0.330200,0.595960,0.9242863716,0.9242841412
0.330200,0.606061,0.9147024062,0.9147001989
0.330200,0.616162,0.9041974130,0.9041952310
0.330200,0.626263,0.8927819696,0.8927798152
0.330200,0.636364,0.8804675704,0.8804654458
0.330200,0.646465,0.8672666151,0.8672645223
0.330200,0.656566,0.8531923957,0.8531903369
0.330200,0.666667,0.8382590840,0.8382570612
0.330200,0.676768,0.8224817164,0.8224797317
0.330200,0.686869,0.8058761794,0.8058742348
